"title","location","last_modified","price","seller_info","details","description","item_url","obs_id","price_parsed","zip_code","city_name","WoomCategory_i","Color_i","last_modified_dt","last_modified_unix","Last_48_hours_i","Cond_i","Uebergabeart_i","Dealer_i","zip_code_result","latitude","longitude","AnzahlSameSizeRadius0To10_i","AnzahlSameSizeRadius10To30_i","AnzahlSameSizeRadius30To60_i","hasPsychologicalPricing_i","log_price","logistic_costs","color","condition"
"Woom 3","Rohrbach, Oberösterreich","Zuletzt geändert:,04.07.2024, 20:23 Uhr","€ 300","","Blau,Gebraucht,Selbstabholung, Versand","Leider müssen wir unser heiß geliebtes Woom 3 hergeben da es zu klein geworden ist .","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1774835761/",127,300,NA,"Rohrbach",3,"Blau","2024-07-04 20:23:00",1720124580,0,"used",1,1,3163,48.051353974714,15.7461731065894,1,21,320,0,5.7037824746562,0.16304347826087,"Blau","used"
"Woom 2","Oberwart, Burgenland","Zuletzt geändert:,04.07.2024, 20:26 Uhr","€ 370","","bis 16 Zoll,Grün,Gebraucht,Selbstabholung","Willhaben Verkauf Woom Bike","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1701277594/",128,370,NA,"Oberwart",2,"Grün","2024-07-04 20:26:00",1720124760,0,"used",0,1,7400,47.2911012,16.1929118,1,3,65,0,5.91350300563827,0.779220779220779,"Grün","used"
"Woom 3 mit Ständer und Korb","Baden, Niederösterreich","Zuletzt geändert:,04.07.2024, 20:13 Uhr","€ 320","","Blau,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-mit-staender-und-korb-1627558261/",130,320,NA,"Baden",3,"Blau","2024-07-04 20:13:00",1720123980,0,"as good as new",0,1,2500,48.0034250347127,16.2318055893066,28,134,250,0,5.76832099579377,0.087463556851312,"Blau","as good as new"
"Woom 4 blau","6275 Stumm","Zuletzt geändert:,06.07.2024, 12:39 Uhr","€ 399","Privatperson","20 Zoll,Blau,Gebraucht,Selbstabholung, Versand","Woom 4 Original in blau mit entsprechenden aber sehr wenigen kinderverursachten Gebrauchsspuren. Siehe Fotos.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-blau-1063773468/",133,399,6275,"6275 Stumm",4,"Blau","2024-07-06 12:39:00",1720269540,0,"used",1,0,6275,47.2911312236903,11.8871667378132,0,21,33,1,5.98896141688986,0.8,"Blau","used"
"Woom 2 lila","Korneuburg, Niederösterreich","Zuletzt geändert:,06.07.2024, 11:39 Uhr","€ 280","","Violett,Gebraucht,Selbstabholung","Woom 2 in lila","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-lila-987461150/",139,280,NA,"Korneuburg",2,"Violett","2024-07-06 11:39:00",1720265940,0,"used",0,1,2100,48.3660693284712,16.3225613038421,9,259,134,0,5.63478960316925,0.084985835694051,"Violett","used"
"Woom 2","2301 Groß-Enzersdorf","Zuletzt geändert:,04.07.2024, 18:17 Uhr","€ 300","Privatperson","Felgenbremse,bis 16 Zoll,Blau,Gebraucht,Selbstabholung","Woom 2","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1154146186/",140,300,2301,"2301 Groß-Enzersdorf",2,"Blau","2024-07-04 18:17:00",1720117020,0,"used",0,0,2301,48.1922298865644,16.5919965218334,21,291,116,0,5.7037824746562,0.0728155339805825,"Blau","used"
"Woom 2","8010 Graz","Zuletzt geändert:,04.07.2024, 17:40 Uhr","€ 300","Privatperson","Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1748221657/",142,300,8010,"8010 Graz",2,"Grün","2024-07-04 17:40:00",1720114800,0,"used",0,0,8010,47.07213787521,15.4531645759067,11,30,39,0,5.7037824746562,0.363636363636364,"Grün","used"
"Woom off 4","Voitsberg, Steiermark","Zuletzt geändert:,04.07.2024, 17:15 Uhr","€ 500","","Kettenschaltung,Scheibenbremse,20 Zoll,Schwarz,Gebraucht,Selbstabholung","Das ultraleichte und robuste Mountainbike in 20 Zoll mit Carbon-Gabel, 9-Gang-Schaltung und Scheibenbremsen für Kinder ab sechs Jahren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-off-4-1059466331/",144,500,NA,"Voitsberg",4,"Andere","2024-07-04 17:15:00",1720113300,0,"used",0,1,8570,47.046121,15.1756420457505,2,28,49,0,6.21460809842219,0.512820512820513,"Andere","used"
"Woom 4","Amstetten, Niederösterreich","Zuletzt geändert:,04.07.2024, 15:57 Uhr","€ 400","","Kettenschaltung,Scheibenbremse,20 Zoll,Rot,Gebraucht,Selbstabholung","Verkaufen unser Woom 4 weil es meiner Tochter zu klein geworden ist!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-2056543297/",148,400,NA,"Amstetten",4,"Rot","2024-07-04 15:57:00",1720108620,0,"used",0,1,3300,48.1097856292343,14.8603687728276,1,16,54,0,5.99146454710798,0.652173913043478,"Rot","used"
"Woom 2","6150 Steinach am Brenner","Zuletzt geändert:,04.07.2024, 14:42 Uhr","€ 285","Privatperson","Rot,Gebraucht,Selbstabholung","Guter Zustand.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1838388160/",152,285,6150,"6150 Steinach am Brenner",2,"Rot","2024-07-04 14:42:00",1720104120,0,"used",0,0,6150,47.0837414595851,11.4511369299684,0,4,33,0,5.65248918026865,1.46341463414634,"Rot","used"
"Woom 2","Murau, Steiermark","Zuletzt geändert:,04.07.2024, 15:06 Uhr","€ 320","","Violett,Gebraucht,Selbstabholung","Wir verkaufen unser Woom 2 in lila.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-915755033/",153,320,NA,"Murau",2,"Violett","2024-07-04 15:06:00",1720105560,0,"used",0,1,8850,47.11200415,14.1675342328629,1,0,24,0,5.76832099579377,2,"Violett","used"
"Woom 3","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,04.07.2024, 15:14 Uhr","€ 390","Privatperson","bis 16 Zoll,Violett,Neuwertig,Selbstabholung","Woom 3 Fahrrad in der Farbe Lila TOPZUSTAND","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1616586157/",154,390,1210,"1210 Wien",3,"Violett","2024-07-04 15:14:00",1720106040,0,"as good as new",0,0,1210,48.2678639,16.3845716,86,163,156,1,5.96614673912369,0.0601202404809619,"Violett","as good as new"
"Woom 3, blau","1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,04.07.2024, 14:15 Uhr","€ 399","Privatperson","Blau,Neuwertig,Selbstabholung, Versand","Inklusive Klingel und Seitenständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-blau-1420646407/",155,399,1220,"1220 Wien",3,"Blau","2024-07-04 14:15:00",1720102500,0,"as good as new",1,0,1220,48.2152329,16.4840611,97,164,158,1,5.98896141688986,0.0561797752808989,"Blau","as good as new"
"Woom 3 lila","Perg, Oberösterreich","Zuletzt geändert:,04.07.2024, 14:34 Uhr","€ 350","","Felgenbremse,Violett,Gebraucht,Selbstabholung","Verkaufe neuwertiges Woom 3 das ca. 1 Jahr alt ist, wir haben es neu gekauft und wurde sehr wenig gefahren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-lila-1181973603/",157,350,NA,"Perg",3,"Violett","2024-07-04 14:34:00",1720103640,0,"used",0,1,4320,48.2743112728554,14.6409466797074,0,34,39,0,5.85793315448346,0.560747663551402,"Violett","used"
"Woom 3 neueres Modell mit Kettenschutz","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,06.07.2024, 10:12 Uhr","€ 290","Privatperson","bis 35 cm,bis 16 Zoll,Rot,Neuwertig,Selbstabholung","Sehr guter Zustand,nur wenige Gebrauchtspuren","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-neueres-modell-mit-kettenschutz-1025140484/",167,290,1210,"1210 Wien",3,"Rot","2024-07-06 10:12:00",1720260720,0,"as good as new",0,0,1210,48.2678639,16.3845716,86,163,156,1,5.66988092298052,0.0601202404809619,"Rot","as good as new"
"Woom 3 Kinderfahrrad","Spittal an der Drau, Kärnten","Zuletzt geändert:,04.07.2024, 10:04 Uhr","€ 310","","Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-1199181950/",171,310,NA,"Spittal an der Drau",3,"Rot","2024-07-04 10:04:00",1720087440,0,"used",0,1,9800,46.7986780631248,13.5009302417885,1,4,9,0,5.73657229747919,2.60869565217391,"Rot","used"
"Woom 3 lila TOP Zustand","6370 Kitzbühel","Zuletzt geändert:,04.07.2024, 10:14 Uhr","€ 320","Privatperson","Scheibenbremse,Violett,Gebraucht,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-lila-top-zustand-1152367027/",172,320,6370,"6370 Kitzbühel",3,"Violett","2024-07-04 10:14:00",1720088040,0,"used",1,0,6370,47.447367,12.3928487,0,20,40,0,5.76832099579377,0.75,"Violett","used"
"Woom 4","Imst, Tirol","Zuletzt geändert:,04.07.2024, 20:30 Uhr","€ 390","","Gelb,Gebraucht,Selbstabholung","Erstbesitz, inkl. Ständer und Klingel! Mitnahme bis Salzburg möglich!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-915952837/",174,390,NA,"Imst",4,"Gelb","2024-07-04 20:30:00",1720125000,0,"used",0,1,6460,47.2369835634626,10.7375255842278,1,12,8,1,5.96614673912369,1.57894736842105,"Gelb","used"
"Woom 3","4752 Riedau","Zuletzt geändert:,04.07.2024, 08:21 Uhr","€ 340","","Felgenbremse,bis 35 cm,bis 16 Zoll,Blau,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1553572769/",177,340,4752,"4752 Riedau",3,"Blau","2024-07-04 08:21:00",1720081260,0,"as good as new",0,1,4752,48.295920282893,13.6420598216066,1,10,93,0,5.82894561761021,0.504201680672269,"Blau","as good as new"
"Woom 3","Melk, Niederösterreich","Zuletzt geändert:,04.07.2024, 08:21 Uhr","€ 380","","Violett,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1621152045/",181,380,NA,"Melk",3,"Violett","2024-07-04 08:21:00",1720081260,0,"as good as new",0,1,3390,48.2229369236241,15.3358860448023,0,13,71,0,5.94017125272043,0.618556701030928,"Violett","as good as new"
"Woom 3 lila","Bruck an der Leitha, Niederösterreich","Zuletzt geändert:,04.07.2024, 07:22 Uhr","€ 300","","Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-lila-2103075823/",184,300,NA,"Bruck an der Leitha",3,"Violett","2024-07-04 07:22:00",1720077720,0,"used",0,1,2460,48.01475175,16.7755597565265,15,14,321,0,5.7037824746562,0.136674259681093,"Violett","used"
"Woom 2","Gänserndorf, Niederösterreich","Zuletzt geändert:,04.07.2024, 06:53 Uhr","€ 300","","Felgenbremse,Blau,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1192415103/",185,300,NA,"Gänserndorf",2,"Blau","2024-07-04 06:53:00",1720075980,0,"as good as new",0,1,2230,48.33924225064,16.7257945408338,0,148,220,0,5.7037824746562,0.116279069767442,"Blau","as good as new"
"WOOM 3 Neuwertig, Neues-Modell , Erstbesitz","Bruck an der Leitha, Niederösterreich","Zuletzt geändert:,04.07.2024, 06:13 Uhr","€ 400","","Grün,Neuwertig,Selbstabholung","Verkaufe neuwertiges WOOM 3 wegen Umstieg auf nächst höhere WOOM für unseren Sohn.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-neuwertig-neues-modell-erstbesitz-1391725843/",187,400,NA,"Bruck an der Leitha",3,"Grün","2024-07-04 06:13:00",1720073580,0,"as good as new",0,1,2460,48.01475175,16.7755597565265,15,14,321,0,5.99146454710798,0.136674259681093,"Grün","as good as new"
"WOOM original 3 - grün - 4-6 Jahre","4030 Linz","Zuletzt geändert:,03.07.2024, 20:11 Uhr","€ 380","Privatperson","Tretlagerschaltung,Felgenbremse,40 cm,bis 16 Zoll,Grün,Gebraucht,Selbstabholung","--- WOOM ORIGINAL GR 3 IN GRÜN ---","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-3-gruen-4-6-jahre-1513435525/",200,380,4030,"4030 Linz",3,"Grün","2024-07-03 20:11:00",1720037460,0,"used",0,0,4030,48.2496676303334,14.3259656118076,6,19,90,0,5.94017125272043,0.365853658536585,"Grün","used"
"Woom 5","8691 Neuberg an der Mürz","Zuletzt geändert:,03.07.2024, 19:44 Uhr","€ 500","Privatperson","Kettenschaltung,Felgenbremse,24 Zoll,Rot,Neuwertig,Selbstabholung","Aufgrund von Wechsel auf die nächste Größe wird dieses Woom 5 Fahrrad verkauft,","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-1137509516/",201,500,8691,"8691 Neuberg an der Mürz",5,"Rot","2024-07-03 19:44:00",1720035840,0,"as good as new",0,0,8691,47.6754266816867,15.6740839410951,0,3,102,0,6.21460809842219,0.555555555555556,"Rot","as good as new"
"Schönes Woom 3 Kinderfahrrad in lila / violett, inkl. Schutzblech","Melk, Niederösterreich","Zuletzt geändert:,03.07.2024, 19:58 Uhr","€ 370","","Felgenbremse,bis 16 Zoll,Violett,Gebraucht,Selbstabholung, Versand","Verkaufen unser gut erhaltenes lila Woom 3 Kinderfahrrad","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/schoenes-woom-3-kinderfahrrad-in-lila-violett-inkl-schutzblech-1149133314/",202,370,NA,"Melk",3,"Violett","2024-07-03 19:58:00",1720036680,0,"used",1,1,3390,48.2229369236241,15.3358860448023,0,13,71,0,5.91350300563827,0.618556701030928,"Violett","used"
"Woom 3 Automatic","3452 Heiligeneich","Zuletzt geändert:,03.07.2024, 19:30 Uhr","€ 350","Privatperson","Rot,Gebraucht,Selbstabholung","Nur knapp ein Jahr gefahren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-automatic-1343533325/",205,350,3452,"3452 Heiligeneich",3,"Rot","2024-07-03 19:30:00",1720035000,0,"used",0,0,3452,48.2986280095522,15.8970130067623,3,39,322,0,5.85793315448346,0.143540669856459,"Rot","used"
"Woom 3 blau","Melk, Niederösterreich","Zuletzt geändert:,03.07.2024, 18:29 Uhr","€ 300","","Blau,Gebraucht,Selbstabholung","Voll funktionstüchtig und einsatzbereit.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-blau-1579582216/",208,300,NA,"Melk",3,"Blau","2024-07-03 18:29:00",1720031340,0,"used",0,1,3390,48.2229369236241,15.3358860448023,0,13,71,0,5.7037824746562,0.618556701030928,"Blau","used"
"Woom 3","Voitsberg, Steiermark","Zuletzt geändert:,05.07.2024, 08:30 Uhr","€ 350","","Felgenbremse,Violett,Gebraucht,Selbstabholung","Verkaufe gut erhaltenes Woom 3 in Lila!!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1513534750/",209,350,NA,"Voitsberg",3,"Violett","2024-07-05 08:30:00",1720168200,0,"used",0,1,8570,47.046121,15.1756420457505,2,28,49,0,5.85793315448346,0.512820512820513,"Violett","used"
"Woom 4 blau","Gmunden, Oberösterreich","Zuletzt geändert:,03.07.2024, 18:16 Uhr","€ 385","","Kettenschaltung,Felgenbremse,Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-blau-921014358/",211,385,NA,"Gmunden",4,"Blau","2024-07-03 18:16:00",1720030560,0,"used",0,1,4810,47.9071809,13.8079245,0,47,55,0,5.95324333428778,0.402684563758389,"Blau","used"
"Woom 3 Kinderfahrrad","Bludenz, Vorarlberg","Zuletzt geändert:,03.07.2024, 17:35 Uhr","€ 350","","Felgenbremse,Grün,Gebraucht,Selbstabholung","Woom 3 in sehr gutem Zustand mit Trail Gator Fahrradstangen Halterung gratis, kann auch entfernt werden wenn gewünscht.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-1851317864/",212,350,NA,"Bludenz",3,"Grün","2024-07-03 17:35:00",1720028100,0,"used",0,1,6700,47.1529672646075,9.82704770560625,0,3,8,0,5.85793315448346,4.28571428571429,"Grün","used"
"Woom 3 blau, Fixpreis!","1020 Wien, 02. Bezirk, Leopoldstadt","Zuletzt geändert:,03.07.2024, 17:23 Uhr","€ 290","Privatperson","bis 16 Zoll,Blau,Gebraucht,Selbstabholung","Woom 3 blau , leichte Gebrauchsspuren, voll funktionstüchtig, Fixpreis!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-blau-fixpreis-1416798101/",215,290,1020,"1020 Wien",3,"Blau","2024-07-03 17:23:00",1720027380,0,"used",0,0,1020,48.20642055,16.4327785094205,123,177,128,1,5.66988092298052,0.0491803278688525,"Blau","used"
"Original Woom 3","Bruck an der Leitha, Niederösterreich","Zuletzt geändert:,04.07.2024, 18:44 Uhr","€ 290","","Violett,Gebraucht,Selbstabholung","original woom 3, 16 zoll zu verkaufen.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/original-woom-3-821458509/",217,290,NA,"Bruck an der Leitha",3,"Violett","2024-07-04 18:44:00",1720118640,0,"used",0,1,2460,48.01475175,16.7755597565265,15,14,321,1,5.66988092298052,0.136674259681093,"Violett","used"
"Woom 3","Freistadt, Oberösterreich","Zuletzt geändert:,03.07.2024, 16:39 Uhr","€ 420","","Violett,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1352022562/",221,420,NA,"Freistadt",3,"Violett","2024-07-03 16:39:00",1720024740,0,"as good as new",0,1,4240,48.5078690619587,14.4922753112905,0,16,37,0,6.04025471127741,0.869565217391304,"Violett","as good as new"
"Woom 2","8160 Affental","Zuletzt geändert:,06.07.2024, 15:46 Uhr","€ 330","Privatperson","Blau,Gebraucht,Selbstabholung, Versand","Guter Zustand","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1715529027/",224,330,8160,"8160 Affental",2,"Blau","2024-07-06 15:46:00",1720280760,0,"used",1,0,8160,47.2086261,15.6534885454484,0,30,40,0,5.79909265446053,0.6,"Blau","used"
"Woom 4","6220 Buch","Zuletzt geändert:,03.07.2024, 13:21 Uhr","€ 400","Privatperson","Tretlagerschaltung,20 Zoll,Grün,Neuwertig,Selbstabholung","1. Besitzer! Super Zustand nicht oft gefahren","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1900688161/",229,400,6220,"6220 Buch",4,"Grün","2024-07-03 13:21:00",1720012860,0,"as good as new",0,0,6220,47.3802507128933,11.7757662278902,15,6,34,0,5.99146454710798,0.441176470588235,"Grün","as good as new"
"Woom Atomic Neon Automatik 3 (Neu!) limited edition","Mistelbach, Niederösterreich","Zuletzt geändert:,03.07.2024, 09:43 Uhr","€ 520","","Mehrfarbig,Neu,Selbstabholung, Versand","Ich verkaufe dieses neue ungeöffnete Woom Rad in der original Verpackung (wie vom Händler geliefert).","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-atomic-neon-automatik-3-neu-limited-edition-1154357800/",241,520,NA,"Mistelbach",3,"Andere","2024-07-03 09:43:00",1719999780,0,"good",1,1,2130,48.5451241,16.5344475827696,0,63,239,0,6.25382881157547,0.164383561643836,"Andere","good"
"Woom 3","1120 Wien, 12. Bezirk, Meidling","Zuletzt geändert:,03.07.2024, 09:20 Uhr","€ 320","Privatperson","Tretlagerschaltung,bis 16 Zoll,Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-918962434/",243,320,1120,"1120 Wien",3,"Violett","2024-07-03 09:20:00",1719998400,0,"used",0,0,1120,48.180259,16.3313609,108,169,181,0,5.76832099579377,0.051413881748072,"Violett","used"
"Woom 2","1020 Wien, 02. Bezirk, Leopoldstadt","Zuletzt geändert:,03.07.2024, 08:34 Uhr","€ 280","Privatperson","Felgenbremse,Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-928130862/",244,280,1020,"1020 Wien",2,"Grün","2024-07-03 08:34:00",1719995640,0,"used",0,0,1020,48.20642055,16.4327785094205,123,177,128,0,5.63478960316925,0.0491803278688525,"Grün","used"
"Woom 3 mit Original Gepäckträger und Ständer","6370 Reith bei Kitzbühel","Zuletzt geändert:,03.07.2024, 02:00 Uhr","€ 400","Privatperson","Violett,Gebraucht,Selbstabholung","Woom 3, sehr guter Zustand, mit Original Gepäckträger und Ständer und FollowMe Achse, Originalachse vorhanden","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-mit-original-gepaecktraeger-und-staender-1602076045/",251,400,6370,"6370 Reith bei Kitzbühel",3,"Violett","2024-07-03 02:00:00",1719972000,0,"used",0,0,6370,47.447367,12.3928487,0,20,40,0,5.99146454710798,0.75,"Violett","used"
"Woom 3","Korneuburg, Niederösterreich","Zuletzt geändert:,03.07.2024, 06:05 Uhr","€ 280","","Blau,Gebraucht,Selbstabholung","Fahrrad im Takt einzige was mir eingefallen ist, das schwarze Ring gebrochen ist. Er beschränkt normalerweise die Steuerradius von dem Rad- meinem Sohn hat es anscheinend nie eingefallen ;)","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-831522565/",252,280,NA,"Korneuburg",3,"Blau","2024-07-03 06:05:00",1719986700,0,"used",0,1,2100,48.3660693284712,16.3225613038421,9,259,134,0,5.63478960316925,0.084985835694051,"Blau","used"
"Kinderfahrrad Woom 3","1120 Wien, 12. Bezirk, Meidling","Zuletzt geändert:,02.07.2024, 22:30 Uhr","€ 320","Privatperson","Felgenbremse,Violett,Gebraucht,Selbstabholung","Verkaufe dieses gebrauchte aber in super Zustand Woom 3","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-3-1965942410/",254,320,1120,"1120 Wien",3,"Violett","2024-07-02 22:30:00",1719959400,0,"used",0,0,1120,48.180259,16.3313609,108,169,181,0,5.76832099579377,0.051413881748072,"Violett","used"
"Woom 4 rot inkl. Zubehör","Mattersburg, Burgenland","Zuletzt geändert:,05.07.2024, 08:08 Uhr","€ 400","","Kettenschaltung,Felgenbremse,bis 35 cm,20 Zoll,Rot,Gebraucht,Selbstabholung","Verkaufe ein 2 Jahr altes Woom 4 Kinderfahrrad. Hat so gut wie keine Gebrauchsspuren. Ständer, Licht Getränkehalter und Glocke sind ebenfalls dabei.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-rot-inkl-zubehoer-1511052396/",264,400,NA,"Mattersburg",4,"Rot","2024-07-05 08:08:00",1720166880,0,"used",0,1,7210,47.7343579,16.4111436717399,5,22,306,0,5.99146454710798,0.157894736842105,"Rot","used"
"Woom 3 Kinder Fahrrad","4865 Nußdorf am Attersee","Zuletzt geändert:,02.07.2024, 17:58 Uhr","€ 350","Privatperson","Felgenbremse,bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","Top gepflegtes 2 Jahre altes Woom 3 Kinderfahrrad abzugeben. Ist leider zu klein geworden. Inklusive Original Woom Seitenständer und neuer originaler Woom Klingel. Griffe in top Zustand. Bei Interesse gerne melden.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinder-fahrrad-1520526385/",267,350,4865,"4865 Nußdorf am Attersee",3,"Gelb","2024-07-02 17:58:00",1719943080,0,"used",0,0,4865,47.8691077676498,13.5219969052586,0,51,63,0,5.85793315448346,0.363636363636364,"Gelb","used"
"(reserviert) Woom 2 Fahrrad Kinder","5585 Unternberg","Zuletzt geändert:,03.07.2024, 12:23 Uhr","€ 280","Privatperson","bis 35 cm,Rot,Gebraucht,Selbstabholung","Sehr schönes Woom 2 in Rot, Gebrauchsspuren vorhanden, aber voll einsatzfähig und sehr gut in Schuss, alles auf den Bildern ersichtlich","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-fahrrad-kinder-1090471203/",275,280,5585,"5585 Unternberg",2,"Rot","2024-07-03 12:23:00",1720009380,0,"used",0,0,5585,47.1025151074687,13.7436906780495,0,0,36,0,5.63478960316925,1.66666666666667,"Rot","used"
"woom 2","7100 Neusiedl am See","Zuletzt geändert:,03.07.2024, 09:24 Uhr","€ 290","Privatperson","Blau,Gebraucht,Selbstabholung","Woom 2 mit Ständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-979655710/",276,290,7100,"7100 Neusiedl am See",2,"Blau","2024-07-03 09:24:00",1719998640,0,"used",0,0,7100,47.9553875,16.8736715,40,1,317,1,5.66988092298052,0.107334525939177,"Blau","used"
